Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,β-D-Fructose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),1.0243
Water Temp (deg C),24.20
Room Temp (deg C),22.11
Water Volume (L),2.0
Wire Before (g),0.020
Wire After (g),0.017
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.18
60.00,24.19
90.00,24.21
120.00,24.20
150.00,24.18
180.00,24.19
210.00,24.17
240.00,24.18
270.00,24.17
300.00,24.16
330.00,24.48
360.00,24.98
390.00,25.31
420.00,25.53
450.00,25.65
480.00,25.73
510.00,25.76
540.00,25.75
570.00,25.79
600.00,25.77
630.00,25.77
660.00,25.77
690.00,25.78
720.00,25.76
750.00,25.76
780.00,25.75
810.00,25.76
840.00,25.75
870.00,25.75
900.00,25.76
930.00,25.77
960.00,25.76
