Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Benzoic Acid
Formula,C7H6O2
Molecular Weight (g/mol),122.113
Sample Weight (g),1.0729
Water Temp (deg C),24.40
Room Temp (deg C),23.30
Water Volume (L),2.0
Wire Before (g),0.029
Wire After (g),0.027
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.40
60.00,24.42
90.00,24.41
120.00,24.38
150.00,24.41
180.00,24.39
210.00,24.38
240.00,24.39
270.00,24.38
300.00,24.37
330.00,24.97
360.00,25.82
390.00,26.42
420.00,26.82
450.00,27.04
480.00,27.16
510.00,27.18
540.00,27.24
570.00,27.23
600.00,27.27
630.00,27.27
660.00,27.26
690.00,27.25
720.00,27.25
750.00,27.25
780.00,27.23
810.00,27.24
840.00,27.22
870.00,27.24
900.00,27.23
930.00,27.25
960.00,27.22
