Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Galactose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),0.9067
Water Temp (deg C),24.20
Room Temp (deg C),25.40
Water Volume (L),2.0
Wire Before (g),0.022
Wire After (g),0.013
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.21
60.00,24.19
90.00,24.20
120.00,24.21
150.00,24.19
180.00,24.22
210.00,24.23
240.00,24.20
270.00,24.23
300.00,24.20
330.00,24.51
360.00,24.91
390.00,25.24
420.00,25.43
450.00,25.53
480.00,25.58
510.00,25.63
540.00,25.65
570.00,25.66
600.00,25.66
630.00,25.63
660.00,25.67
690.00,25.65
720.00,25.66
750.00,25.64
780.00,25.65
810.00,25.65
840.00,25.65
870.00,25.64
900.00,25.65
930.00,25.66
960.00,25.67
