Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Sucrose
Formula,C12H22O11
Molecular Weight (g/mol),342.241
Sample Weight (g),1.0020
Water Temp (deg C),24.30
Room Temp (deg C),25.23
Water Volume (L),2.0
Wire Before (g),0.026
Wire After (g),0.018
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.31
60.00,24.31
90.00,24.30
120.00,24.31
150.00,24.31
180.00,24.30
210.00,24.31
240.00,24.31
270.00,24.32
300.00,24.29
330.00,24.63
360.00,25.14
390.00,25.52
420.00,25.72
450.00,25.87
480.00,25.90
510.00,25.97
540.00,25.99
570.00,25.99
600.00,25.98
630.00,26.00
660.00,25.99
690.00,26.00
720.00,25.99
750.00,26.00
780.00,26.00
810.00,25.99
840.00,25.98
870.00,25.99
900.00,25.98
930.00,25.98
960.00,26.02
