Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Glucose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),0.9315
Water Temp (deg C),24.10
Room Temp (deg C),22.69
Water Volume (L),2.0
Wire Before (g),0.029
Wire After (g),0.021
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.12
60.00,24.12
90.00,24.11
120.00,24.09
150.00,24.08
180.00,24.08
210.00,24.09
240.00,24.08
270.00,24.08
300.00,24.08
330.00,24.38
360.00,24.81
390.00,25.13
420.00,25.33
450.00,25.44
480.00,25.51
510.00,25.52
540.00,25.53
570.00,25.54
600.00,25.55
630.00,25.55
660.00,25.56
690.00,25.57
720.00,25.56
750.00,25.54
780.00,25.56
810.00,25.55
840.00,25.55
870.00,25.55
900.00,25.52
930.00,25.54
960.00,25.52
