Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Benzoic Acid
Formula,C7H6O2
Molecular Weight (g/mol),122.113
Sample Weight (g),1.0346
Water Temp (deg C),24.20
Room Temp (deg C),23.26
Water Volume (L),2.0
Wire Before (g),0.026
Wire After (g),0.019
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.18
60.00,24.21
90.00,24.18
120.00,24.21
150.00,24.20
180.00,24.18
210.00,24.18
240.00,24.21
270.00,24.18
300.00,24.20
330.00,24.76
360.00,25.59
390.00,26.18
420.00,26.52
450.00,26.73
480.00,26.83
510.00,26.89
540.00,26.93
570.00,26.95
600.00,26.96
630.00,26.96
660.00,26.94
690.00,26.98
720.00,26.96
750.00,26.97
780.00,26.95
810.00,26.97
840.00,26.94
870.00,26.94
900.00,26.95
930.00,26.96
960.00,26.93
