Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Palmitic Acid
Formula,C16H32O2
Molecular Weight (g/mol),256.419
Sample Weight (g),0.9139
Water Temp (deg C),24.10
Room Temp (deg C),22.32
Water Volume (L),2.0
Wire Before (g),0.021
Wire After (g),0.018
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.11
60.00,24.10
90.00,24.09
120.00,24.10
150.00,24.08
180.00,24.08
210.00,24.11
240.00,24.10
270.00,24.10
300.00,24.10
330.00,24.81
360.00,25.89
390.00,26.65
420.00,27.12
450.00,27.40
480.00,27.52
510.00,27.60
540.00,27.66
570.00,27.66
600.00,27.68
630.00,27.66
660.00,27.68
690.00,27.67
720.00,27.68
750.00,27.67
780.00,27.66
810.00,27.66
840.00,27.67
870.00,27.64
900.00,27.66
930.00,27.65
960.00,27.64
