Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Lauric Acid
Formula,C12H24O2
Molecular Weight (g/mol),200.311
Sample Weight (g),0.9320
Water Temp (deg C),24.40
Room Temp (deg C),25.64
Water Volume (L),2.0
Wire Before (g),0.024
Wire After (g),0.019
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.38
60.00,24.38
90.00,24.40
120.00,24.41
150.00,24.39
180.00,24.39
210.00,24.40
240.00,24.39
270.00,24.39
300.00,24.38
330.00,25.09
360.00,26.15
390.00,26.88
420.00,27.34
450.00,27.58
480.00,27.73
510.00,27.82
540.00,27.83
570.00,27.86
600.00,27.86
630.00,27.86
660.00,27.87
690.00,27.86
720.00,27.89
750.00,27.87
780.00,27.88
810.00,27.87
840.00,27.86
870.00,27.86
900.00,27.89
930.00,27.87
960.00,27.89
