Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Capric Acid
Formula,C10H20O2
Molecular Weight (g/mol),172.257
Sample Weight (g),1.0761
Water Temp (deg C),24.10
Room Temp (deg C),25.19
Water Volume (L),2.0
Wire Before (g),0.022
Wire After (g),0.017
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.08
60.00,24.12
90.00,24.09
120.00,24.10
150.00,24.12
180.00,24.13
210.00,24.12
240.00,24.12
270.00,24.11
300.00,24.11
330.00,24.87
360.00,26.05
390.00,26.86
420.00,27.35
450.00,27.67
480.00,27.82
510.00,27.87
540.00,27.95
570.00,27.93
600.00,27.96
630.00,27.95
660.00,27.96
690.00,27.97
720.00,27.97
750.00,27.97
780.00,27.95
810.00,27.94
840.00,27.94
870.00,27.96
900.00,27.95
930.00,27.97
960.00,27.93
