Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Palmitic Acid
Formula,C16H32O2
Molecular Weight (g/mol),256.419
Sample Weight (g),0.9108
Water Temp (deg C),24.20
Room Temp (deg C),22.22
Water Volume (L),2.0
Wire Before (g),0.021
Wire After (g),0.011
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.18
60.00,24.22
90.00,24.18
120.00,24.20
150.00,24.19
180.00,24.19
210.00,24.20
240.00,24.18
270.00,24.17
300.00,24.17
330.00,24.88
360.00,25.95
390.00,26.73
420.00,27.21
450.00,27.49
480.00,27.61
510.00,27.69
540.00,27.72
570.00,27.74
600.00,27.76
630.00,27.76
660.00,27.76
690.00,27.73
720.00,27.75
750.00,27.74
780.00,27.73
810.00,27.73
840.00,27.74
870.00,27.73
900.00,27.72
930.00,27.73
960.00,27.73
