Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Fumaric Acid
Formula,C4H4O4
Molecular Weight (g/mol),116.052
Sample Weight (g),0.9170
Water Temp (deg C),24.30
Room Temp (deg C),25.50
Water Volume (L),2.0
Wire Before (g),0.025
Wire After (g),0.019
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.31
60.00,24.29
90.00,24.29
120.00,24.30
150.00,24.30
180.00,24.30
210.00,24.30
240.00,24.32
270.00,24.32
300.00,24.32
330.00,24.53
360.00,24.83
390.00,25.07
420.00,25.21
450.00,25.29
480.00,25.34
510.00,25.37
540.00,25.37
570.00,25.40
600.00,25.39
630.00,25.37
660.00,25.40
690.00,25.40
720.00,25.37
750.00,25.39
780.00,25.39
810.00,25.38
840.00,25.41
870.00,25.40
900.00,25.41
930.00,25.39
960.00,25.39
