Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Maleic Acid
Formula,C4H4O4
Molecular Weight (g/mol),116.052
Sample Weight (g),0.9512
Water Temp (deg C),24.20
Room Temp (deg C),22.79
Water Volume (L),2.0
Wire Before (g),0.024
Wire After (g),0.016
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.21
60.00,24.18
90.00,24.20
120.00,24.18
150.00,24.18
180.00,24.18
210.00,24.17
240.00,24.17
270.00,24.18
300.00,24.17
330.00,24.40
360.00,24.74
390.00,25.01
420.00,25.15
450.00,25.22
480.00,25.26
510.00,25.31
540.00,25.28
570.00,25.33
600.00,25.31
630.00,25.30
660.00,25.31
690.00,25.31
720.00,25.30
750.00,25.31
780.00,25.31
810.00,25.32
840.00,25.32
870.00,25.29
900.00,25.28
930.00,25.31
960.00,25.31
