Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Azulene
Formula,C10H8
Molecular Weight (g/mol),128.174
Sample Weight (g),1.0487
Water Temp (deg C),24.30
Room Temp (deg C),23.65
Water Volume (L),2.0
Wire Before (g),0.027
Wire After (g),0.025
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.28
60.00,24.28
90.00,24.28
120.00,24.29
150.00,24.28
180.00,24.29
210.00,24.28
240.00,24.27
270.00,24.28
300.00,24.27
330.00,25.16
360.00,26.47
390.00,27.41
420.00,27.99
450.00,28.32
480.00,28.48
510.00,28.56
540.00,28.63
570.00,28.66
600.00,28.67
630.00,28.68
660.00,28.68
690.00,28.65
720.00,28.64
750.00,28.64
780.00,28.64
810.00,28.65
840.00,28.63
870.00,28.64
900.00,28.63
930.00,28.65
960.00,28.63
