Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Palmitic Acid
Formula,C16H32O2
Molecular Weight (g/mol),256.419
Sample Weight (g),1.0773
Water Temp (deg C),24.20
Room Temp (deg C),25.39
Water Volume (L),2.0
Wire Before (g),0.029
Wire After (g),0.020
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.19
60.00,24.22
90.00,24.19
120.00,24.21
150.00,24.22
180.00,24.21
210.00,24.22
240.00,24.20
270.00,24.20
300.00,24.23
330.00,25.06
360.00,26.31
390.00,27.26
420.00,27.78
450.00,28.09
480.00,28.27
510.00,28.38
540.00,28.43
570.00,28.44
600.00,28.44
630.00,28.47
660.00,28.47
690.00,28.46
720.00,28.44
750.00,28.47
780.00,28.45
810.00,28.47
840.00,28.43
870.00,28.44
900.00,28.46
930.00,28.43
960.00,28.44
