Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Galactose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),0.9964
Water Temp (deg C),24.40
Room Temp (deg C),22.51
Water Volume (L),2.0
Wire Before (g),0.021
Wire After (g),0.013
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.42
60.00,24.38
90.00,24.40
120.00,24.39
150.00,24.39
180.00,24.38
210.00,24.38
240.00,24.39
270.00,24.39
300.00,24.38
330.00,24.69
360.00,25.15
390.00,25.51
420.00,25.72
450.00,25.84
480.00,25.91
510.00,25.92
540.00,25.93
570.00,25.94
600.00,25.94
630.00,25.94
660.00,25.96
690.00,25.97
720.00,25.96
750.00,25.94
780.00,25.95
810.00,25.92
840.00,25.94
870.00,25.93
900.00,25.91
930.00,25.92
960.00,25.92
