Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Lauric Acid
Formula,C12H24O2
Molecular Weight (g/mol),200.311
Sample Weight (g),0.9221
Water Temp (deg C),24.40
Room Temp (deg C),23.93
Water Volume (L),2.0
Wire Before (g),0.030
Wire After (g),0.025
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.38
60.00,24.40
90.00,24.40
120.00,24.40
150.00,24.40
180.00,24.40
210.00,24.40
240.00,24.39
270.00,24.39
300.00,24.40
330.00,25.07
360.00,26.09
390.00,26.83
420.00,27.30
450.00,27.53
480.00,27.68
510.00,27.76
540.00,27.78
570.00,27.80
600.00,27.82
630.00,27.80
660.00,27.82
690.00,27.82
720.00,27.81
750.00,27.80
780.00,27.82
810.00,27.79
840.00,27.80
870.00,27.79
900.00,27.80
930.00,27.81
960.00,27.80
