Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Maleic Acid
Formula,C4H4O4
Molecular Weight (g/mol),116.052
Sample Weight (g),0.9183
Water Temp (deg C),24.10
Room Temp (deg C),23.76
Water Volume (L),2.0
Wire Before (g),0.022
Wire After (g),0.018
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.10
60.00,24.08
90.00,24.09
120.00,24.09
150.00,24.08
180.00,24.08
210.00,24.09
240.00,24.09
270.00,24.09
300.00,24.11
330.00,24.33
360.00,24.63
390.00,24.86
420.00,25.02
450.00,25.08
480.00,25.12
510.00,25.17
540.00,25.18
570.00,25.16
600.00,25.17
630.00,25.20
660.00,25.17
690.00,25.17
720.00,25.19
750.00,25.18
780.00,25.18
810.00,25.18
840.00,25.18
870.00,25.19
900.00,25.20
930.00,25.17
960.00,25.19
