Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Lauric Acid
Formula,C12H24O2
Molecular Weight (g/mol),200.311
Sample Weight (g),0.9594
Water Temp (deg C),24.10
Room Temp (deg C),22.47
Water Volume (L),2.0
Wire Before (g),0.029
Wire After (g),0.023
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.12
60.00,24.12
90.00,24.10
120.00,24.10
150.00,24.11
180.00,24.09
210.00,24.11
240.00,24.08
270.00,24.08
300.00,24.08
330.00,24.81
360.00,25.86
390.00,26.63
420.00,27.13
450.00,27.35
480.00,27.52
510.00,27.57
540.00,27.64
570.00,27.63
600.00,27.65
630.00,27.66
660.00,27.66
690.00,27.65
720.00,27.66
750.00,27.63
780.00,27.63
810.00,27.64
840.00,27.63
870.00,27.64
900.00,27.61
930.00,27.61
960.00,27.62
