Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Naphthalene
Formula,C10H8
Molecular Weight (g/mol),128.174
Sample Weight (g),1.0496
Water Temp (deg C),24.40
Room Temp (deg C),25.22
Water Volume (L),2.0
Wire Before (g),0.023
Wire After (g),0.021
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.40
60.00,24.40
90.00,24.39
120.00,24.42
150.00,24.39
180.00,24.42
210.00,24.40
240.00,24.41
270.00,24.40
300.00,24.41
330.00,25.24
360.00,26.52
390.00,27.46
420.00,28.02
450.00,28.33
480.00,28.50
510.00,28.60
540.00,28.66
570.00,28.68
600.00,28.69
630.00,28.68
660.00,28.70
690.00,28.69
720.00,28.68
750.00,28.67
780.00,28.70
810.00,28.68
840.00,28.69
870.00,28.67
900.00,28.67
930.00,28.66
960.00,28.67
