Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Stearic Acid
Formula,C18H36O2
Molecular Weight (g/mol),284.473
Sample Weight (g),0.9965
Water Temp (deg C),24.40
Room Temp (deg C),25.32
Water Volume (L),2.0
Wire Before (g),0.023
Wire After (g),0.018
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.40
60.00,24.41
90.00,24.41
120.00,24.39
150.00,24.40
180.00,24.40
210.00,24.41
240.00,24.38
270.00,24.41
300.00,24.40
330.00,25.20
360.00,26.39
390.00,27.24
420.00,27.78
450.00,28.08
480.00,28.23
510.00,28.32
540.00,28.38
570.00,28.39
600.00,28.39
630.00,28.42
660.00,28.42
690.00,28.41
720.00,28.39
750.00,28.41
780.00,28.41
810.00,28.41
840.00,28.41
870.00,28.40
900.00,28.40
930.00,28.39
960.00,28.42
