Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Naphthalene
Formula,C10H8
Molecular Weight (g/mol),128.174
Sample Weight (g),0.9630
Water Temp (deg C),24.30
Room Temp (deg C),25.30
Water Volume (L),2.0
Wire Before (g),0.025
Wire After (g),0.016
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.31
60.00,24.32
90.00,24.30
120.00,24.29
150.00,24.30
180.00,24.29
210.00,24.30
240.00,24.29
270.00,24.29
300.00,24.30
330.00,25.07
360.00,26.25
390.00,27.12
420.00,27.62
450.00,27.91
480.00,28.07
510.00,28.17
540.00,28.21
570.00,28.23
600.00,28.23
630.00,28.22
660.00,28.24
690.00,28.22
720.00,28.23
750.00,28.23
780.00,28.22
810.00,28.25
840.00,28.21
870.00,28.22
900.00,28.21
930.00,28.22
960.00,28.20
