Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Glucose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),0.9583
Water Temp (deg C),24.20
Room Temp (deg C),22.08
Water Volume (L),2.0
Wire Before (g),0.023
Wire After (g),0.020
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.20
60.00,24.20
90.00,24.19
120.00,24.19
150.00,24.17
180.00,24.21
210.00,24.17
240.00,24.17
270.00,24.18
300.00,24.18
330.00,24.48
360.00,24.91
390.00,25.26
420.00,25.44
450.00,25.56
480.00,25.63
510.00,25.65
540.00,25.66
570.00,25.69
600.00,25.66
630.00,25.66
660.00,25.69
690.00,25.68
720.00,25.67
750.00,25.65
780.00,25.68
810.00,25.66
840.00,25.64
870.00,25.64
900.00,25.64
930.00,25.64
960.00,25.65
