Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Sucrose
Formula,C12H22O11
Molecular Weight (g/mol),342.241
Sample Weight (g),1.0326
Water Temp (deg C),24.30
Room Temp (deg C),24.87
Water Volume (L),2.0
Wire Before (g),0.024
Wire After (g),0.021
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.32
60.00,24.28
90.00,24.30
120.00,24.28
150.00,24.32
180.00,24.31
210.00,24.29
240.00,24.31
270.00,24.28
300.00,24.31
330.00,24.63
360.00,25.15
390.00,25.52
420.00,25.74
450.00,25.87
480.00,25.96
510.00,25.97
540.00,25.99
570.00,26.03
600.00,26.01
630.00,26.02
660.00,26.01
690.00,26.03
720.00,26.03
750.00,26.01
780.00,26.02
810.00,26.02
840.00,26.01
870.00,26.01
900.00,26.04
930.00,26.03
960.00,26.03
