Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Myristic Acid
Formula,C14H28O2
Molecular Weight (g/mol),228.365
Sample Weight (g),0.9792
Water Temp (deg C),24.40
Room Temp (deg C),25.71
Water Volume (L),2.0
Wire Before (g),0.022
Wire After (g),0.017
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.41
60.00,24.40
90.00,24.42
120.00,24.41
150.00,24.42
180.00,24.42
210.00,24.43
240.00,24.40
270.00,24.40
300.00,24.43
330.00,25.18
360.00,26.29
390.00,27.09
420.00,27.59
450.00,27.86
480.00,28.04
510.00,28.13
540.00,28.16
570.00,28.17
600.00,28.19
630.00,28.17
660.00,28.18
690.00,28.19
720.00,28.20
750.00,28.19
780.00,28.19
810.00,28.17
840.00,28.16
870.00,28.16
900.00,28.16
930.00,28.15
960.00,28.15
