Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Glucose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),1.0484
Water Temp (deg C),24.20
Room Temp (deg C),24.65
Water Volume (L),2.0
Wire Before (g),0.026
Wire After (g),0.017
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.20
60.00,24.19
90.00,24.21
120.00,24.19
150.00,24.20
180.00,24.21
210.00,24.19
240.00,24.21
270.00,24.19
300.00,24.19
330.00,24.52
360.00,25.01
390.00,25.37
420.00,25.58
450.00,25.70
480.00,25.78
510.00,25.83
540.00,25.85
570.00,25.86
600.00,25.84
630.00,25.85
660.00,25.87
690.00,25.87
720.00,25.87
750.00,25.87
780.00,25.87
810.00,25.86
840.00,25.85
870.00,25.86
900.00,25.87
930.00,25.84
960.00,25.83
