Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Azulene
Formula,C10H8
Molecular Weight (g/mol),128.174
Sample Weight (g),1.0239
Water Temp (deg C),24.10
Room Temp (deg C),22.99
Water Volume (L),2.0
Wire Before (g),0.023
Wire After (g),0.018
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.11
60.00,24.08
90.00,24.10
120.00,24.08
150.00,24.10
180.00,24.10
210.00,24.11
240.00,24.10
270.00,24.08
300.00,24.09
330.00,24.93
360.00,26.20
390.00,27.14
420.00,27.71
450.00,28.01
480.00,28.18
510.00,28.27
540.00,28.31
570.00,28.33
600.00,28.34
630.00,28.38
660.00,28.35
690.00,28.35
720.00,28.37
750.00,28.35
780.00,28.35
810.00,28.37
840.00,28.36
870.00,28.36
900.00,28.35
930.00,28.34
960.00,28.32
