Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Galactose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),0.9347
Water Temp (deg C),24.40
Room Temp (deg C),22.54
Water Volume (L),2.0
Wire Before (g),0.022
Wire After (g),0.016
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.40
60.00,24.41
90.00,24.40
120.00,24.39
150.00,24.39
180.00,24.38
210.00,24.41
240.00,24.38
270.00,24.40
300.00,24.39
330.00,24.67
360.00,25.12
390.00,25.42
420.00,25.64
450.00,25.74
480.00,25.78
510.00,25.82
540.00,25.83
570.00,25.87
600.00,25.83
630.00,25.86
660.00,25.87
690.00,25.83
720.00,25.85
750.00,25.85
780.00,25.86
810.00,25.84
840.00,25.82
870.00,25.82
900.00,25.85
930.00,25.82
960.00,25.83
