Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Glucose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),0.9955
Water Temp (deg C),24.10
Room Temp (deg C),22.46
Water Volume (L),2.0
Wire Before (g),0.025
Wire After (g),0.019
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.08
60.00,24.08
90.00,24.10
120.00,24.08
150.00,24.08
180.00,24.09
210.00,24.09
240.00,24.10
270.00,24.10
300.00,24.10
330.00,24.40
360.00,24.89
390.00,25.22
420.00,25.43
450.00,25.55
480.00,25.59
510.00,25.63
540.00,25.65
570.00,25.63
600.00,25.66
630.00,25.64
660.00,25.65
690.00,25.67
720.00,25.66
750.00,25.64
780.00,25.62
810.00,25.64
840.00,25.63
870.00,25.63
900.00,25.62
930.00,25.61
960.00,25.62
