Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Benzoic Acid
Formula,C7H6O2
Molecular Weight (g/mol),122.113
Sample Weight (g),0.9335
Water Temp (deg C),24.10
Room Temp (deg C),24.16
Water Volume (L),2.0
Wire Before (g),0.025
Wire After (g),0.019
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.09
60.00,24.10
90.00,24.09
120.00,24.12
150.00,24.11
180.00,24.08
210.00,24.10
240.00,24.10
270.00,24.10
300.00,24.08
330.00,24.60
360.00,25.32
390.00,25.87
420.00,26.21
450.00,26.38
480.00,26.48
510.00,26.52
540.00,26.57
570.00,26.58
600.00,26.61
630.00,26.60
660.00,26.59
690.00,26.58
720.00,26.59
750.00,26.58
780.00,26.57
810.00,26.58
840.00,26.58
870.00,26.57
900.00,26.57
930.00,26.56
960.00,26.59
