Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Myristic Acid
Formula,C14H28O2
Molecular Weight (g/mol),228.365
Sample Weight (g),1.0796
Water Temp (deg C),24.30
Room Temp (deg C),23.26
Water Volume (L),2.0
Wire Before (g),0.025
Wire After (g),0.022
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.30
60.00,24.31
90.00,24.29
120.00,24.31
150.00,24.32
180.00,24.31
210.00,24.28
240.00,24.28
270.00,24.29
300.00,24.27
330.00,25.11
360.00,26.34
390.00,27.26
420.00,27.79
450.00,28.11
480.00,28.27
510.00,28.35
540.00,28.38
570.00,28.41
600.00,28.41
630.00,28.42
660.00,28.42
690.00,28.42
720.00,28.43
750.00,28.40
780.00,28.41
810.00,28.40
840.00,28.43
870.00,28.39
900.00,28.39
930.00,28.40
960.00,28.41
