Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Maleic Acid
Formula,C4H4O4
Molecular Weight (g/mol),116.052
Sample Weight (g),0.9367
Water Temp (deg C),24.30
Room Temp (deg C),22.74
Water Volume (L),2.0
Wire Before (g),0.028
Wire After (g),0.021
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.29
60.00,24.30
90.00,24.28
120.00,24.28
150.00,24.27
180.00,24.30
210.00,24.27
240.00,24.30
270.00,24.30
300.00,24.30
330.00,24.49
360.00,24.82
390.00,25.08
420.00,25.23
450.00,25.29
480.00,25.34
510.00,25.35
540.00,25.37
570.00,25.39
600.00,25.37
630.00,25.38
660.00,25.39
690.00,25.38
720.00,25.39
750.00,25.37
780.00,25.38
810.00,25.37
840.00,25.38
870.00,25.39
900.00,25.38
930.00,25.38
960.00,25.37
