Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,β-D-Fructose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),0.9839
Water Temp (deg C),24.20
Room Temp (deg C),24.16
Water Volume (L),2.0
Wire Before (g),0.025
Wire After (g),0.020
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.20
60.00,24.21
90.00,24.22
120.00,24.19
150.00,24.19
180.00,24.22
210.00,24.20
240.00,24.22
270.00,24.19
300.00,24.21
330.00,24.50
360.00,24.99
390.00,25.33
420.00,25.52
450.00,25.62
480.00,25.72
510.00,25.73
540.00,25.74
570.00,25.76
600.00,25.76
630.00,25.78
660.00,25.75
690.00,25.76
720.00,25.74
750.00,25.76
780.00,25.77
810.00,25.74
840.00,25.74
870.00,25.77
900.00,25.75
930.00,25.77
960.00,25.75
