Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Myristic Acid
Formula,C14H28O2
Molecular Weight (g/mol),228.365
Sample Weight (g),1.0819
Water Temp (deg C),24.30
Room Temp (deg C),23.79
Water Volume (L),2.0
Wire Before (g),0.029
Wire After (g),0.021
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.29
60.00,24.32
90.00,24.31
120.00,24.28
150.00,24.31
180.00,24.28
210.00,24.30
240.00,24.31
270.00,24.30
300.00,24.27
330.00,25.12
360.00,26.36
390.00,27.23
420.00,27.79
450.00,28.12
480.00,28.28
510.00,28.38
540.00,28.38
570.00,28.42
600.00,28.43
630.00,28.42
660.00,28.44
690.00,28.45
720.00,28.41
750.00,28.45
780.00,28.41
810.00,28.42
840.00,28.40
870.00,28.41
900.00,28.40
930.00,28.41
960.00,28.41
