Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Azulene
Formula,C10H8
Molecular Weight (g/mol),128.174
Sample Weight (g),1.0414
Water Temp (deg C),24.30
Room Temp (deg C),23.77
Water Volume (L),2.0
Wire Before (g),0.022
Wire After (g),0.016
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.28
60.00,24.29
90.00,24.32
120.00,24.30
150.00,24.30
180.00,24.31
210.00,24.29
240.00,24.29
270.00,24.29
300.00,24.30
330.00,25.15
360.00,26.46
390.00,27.38
420.00,27.96
450.00,28.28
480.00,28.45
510.00,28.55
540.00,28.60
570.00,28.63
600.00,28.64
630.00,28.65
660.00,28.66
690.00,28.65
720.00,28.63
750.00,28.63
780.00,28.63
810.00,28.61
840.00,28.64
870.00,28.61
900.00,28.62
930.00,28.62
960.00,28.60
