Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Palmitic Acid
Formula,C16H32O2
Molecular Weight (g/mol),256.419
Sample Weight (g),1.0286
Water Temp (deg C),24.20
Room Temp (deg C),23.44
Water Volume (L),2.0
Wire Before (g),0.024
Wire After (g),0.015
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.18
60.00,24.22
90.00,24.22
120.00,24.21
150.00,24.19
180.00,24.19
210.00,24.21
240.00,24.21
270.00,24.19
300.00,24.18
330.00,24.99
360.00,26.23
390.00,27.08
420.00,27.61
450.00,27.92
480.00,28.06
510.00,28.17
540.00,28.19
570.00,28.23
600.00,28.25
630.00,28.23
660.00,28.25
690.00,28.24
720.00,28.25
750.00,28.24
780.00,28.21
810.00,28.22
840.00,28.24
870.00,28.20
900.00,28.20
930.00,28.21
960.00,28.19
