Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Capric Acid
Formula,C10H20O2
Molecular Weight (g/mol),172.257
Sample Weight (g),1.0871
Water Temp (deg C),24.40
Room Temp (deg C),24.88
Water Volume (L),2.0
Wire Before (g),0.024
Wire After (g),0.020
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.39
60.00,24.40
90.00,24.39
120.00,24.41
150.00,24.39
180.00,24.42
210.00,24.40
240.00,24.42
270.00,24.40
300.00,24.42
330.00,25.17
360.00,26.32
390.00,27.19
420.00,27.70
450.00,27.99
480.00,28.13
510.00,28.22
540.00,28.26
570.00,28.28
600.00,28.29
630.00,28.28
660.00,28.30
690.00,28.30
720.00,28.29
750.00,28.28
780.00,28.26
810.00,28.28
840.00,28.27
870.00,28.26
900.00,28.28
930.00,28.28
960.00,28.28
