Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Fumaric Acid
Formula,C4H4O4
Molecular Weight (g/mol),116.052
Sample Weight (g),0.9602
Water Temp (deg C),24.20
Room Temp (deg C),23.86
Water Volume (L),2.0
Wire Before (g),0.024
Wire After (g),0.020
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.20
60.00,24.21
90.00,24.19
120.00,24.20
150.00,24.19
180.00,24.20
210.00,24.19
240.00,24.20
270.00,24.20
300.00,24.20
330.00,24.43
360.00,24.75
390.00,25.03
420.00,25.14
450.00,25.25
480.00,25.30
510.00,25.32
540.00,25.31
570.00,25.31
600.00,25.32
630.00,25.34
660.00,25.34
690.00,25.32
720.00,25.33
750.00,25.31
780.00,25.31
810.00,25.33
840.00,25.32
870.00,25.33
900.00,25.33
930.00,25.32
960.00,25.32
