Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Maleic Acid
Formula,C4H4O4
Molecular Weight (g/mol),116.052
Sample Weight (g),0.9085
Water Temp (deg C),24.10
Room Temp (deg C),24.43
Water Volume (L),2.0
Wire Before (g),0.027
Wire After (g),0.022
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.09
60.00,24.10
90.00,24.12
120.00,24.08
150.00,24.11
180.00,24.09
210.00,24.11
240.00,24.09
270.00,24.10
300.00,24.11
330.00,24.30
360.00,24.63
390.00,24.87
420.00,25.02
450.00,25.10
480.00,25.12
510.00,25.18
540.00,25.16
570.00,25.17
600.00,25.19
630.00,25.20
660.00,25.18
690.00,25.20
720.00,25.19
750.00,25.21
780.00,25.20
810.00,25.18
840.00,25.20
870.00,25.20
900.00,25.18
930.00,25.17
960.00,25.18
