Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,β-D-Fructose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),0.9479
Water Temp (deg C),24.20
Room Temp (deg C),22.40
Water Volume (L),2.0
Wire Before (g),0.020
Wire After (g),0.018
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.19
60.00,24.18
90.00,24.21
120.00,24.21
150.00,24.17
180.00,24.19
210.00,24.19
240.00,24.17
270.00,24.20
300.00,24.18
330.00,24.49
360.00,24.92
390.00,25.26
420.00,25.44
450.00,25.57
480.00,25.60
510.00,25.64
540.00,25.65
570.00,25.65
600.00,25.68
630.00,25.68
660.00,25.66
690.00,25.66
720.00,25.68
750.00,25.66
780.00,25.67
810.00,25.65
840.00,25.65
870.00,25.66
900.00,25.65
930.00,25.65
960.00,25.66
