Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Maleic Acid
Formula,C4H4O4
Molecular Weight (g/mol),116.052
Sample Weight (g),0.9667
Water Temp (deg C),24.20
Room Temp (deg C),24.38
Water Volume (L),2.0
Wire Before (g),0.024
Wire After (g),0.017
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.22
60.00,24.20
90.00,24.20
120.00,24.20
150.00,24.20
180.00,24.21
210.00,24.23
240.00,24.22
270.00,24.21
300.00,24.22
330.00,24.44
360.00,24.77
390.00,25.01
420.00,25.16
450.00,25.25
480.00,25.30
510.00,25.33
540.00,25.33
570.00,25.35
600.00,25.37
630.00,25.37
660.00,25.37
690.00,25.37
720.00,25.36
750.00,25.34
780.00,25.36
810.00,25.37
840.00,25.34
870.00,25.36
900.00,25.37
930.00,25.35
960.00,25.35
