Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Azulene
Formula,C10H8
Molecular Weight (g/mol),128.174
Sample Weight (g),1.0281
Water Temp (deg C),24.40
Room Temp (deg C),25.13
Water Volume (L),2.0
Wire Before (g),0.025
Wire After (g),0.022
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.42
60.00,24.38
90.00,24.42
120.00,24.42
150.00,24.42
180.00,24.42
210.00,24.40
240.00,24.42
270.00,24.40
300.00,24.42
330.00,25.28
360.00,26.55
390.00,27.47
420.00,28.06
450.00,28.38
480.00,28.52
510.00,28.63
540.00,28.69
570.00,28.69
600.00,28.69
630.00,28.71
660.00,28.72
690.00,28.71
720.00,28.70
750.00,28.69
780.00,28.69
810.00,28.71
840.00,28.72
870.00,28.68
900.00,28.70
930.00,28.68
960.00,28.69
