Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Azulene
Formula,C10H8
Molecular Weight (g/mol),128.174
Sample Weight (g),1.0446
Water Temp (deg C),24.10
Room Temp (deg C),22.33
Water Volume (L),2.0
Wire Before (g),0.022
Wire After (g),0.019
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.10
60.00,24.11
90.00,24.09
120.00,24.12
150.00,24.09
180.00,24.11
210.00,24.11
240.00,24.09
270.00,24.10
300.00,24.08
330.00,24.96
360.00,26.26
390.00,27.21
420.00,27.79
450.00,28.09
480.00,28.29
510.00,28.37
540.00,28.41
570.00,28.42
600.00,28.42
630.00,28.43
660.00,28.45
690.00,28.44
720.00,28.44
750.00,28.45
780.00,28.42
810.00,28.41
840.00,28.43
870.00,28.39
900.00,28.40
930.00,28.40
960.00,28.39
