Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Sucrose
Formula,C12H22O11
Molecular Weight (g/mol),342.241
Sample Weight (g),0.9385
Water Temp (deg C),24.20
Room Temp (deg C),22.22
Water Volume (L),2.0
Wire Before (g),0.029
Wire After (g),0.024
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.18
60.00,24.21
90.00,24.20
120.00,24.21
150.00,24.20
180.00,24.20
210.00,24.18
240.00,24.19
270.00,24.20
300.00,24.19
330.00,24.49
360.00,24.99
390.00,25.33
420.00,25.52
450.00,25.61
480.00,25.69
510.00,25.72
540.00,25.74
570.00,25.75
600.00,25.73
630.00,25.76
660.00,25.74
690.00,25.75
720.00,25.72
750.00,25.75
780.00,25.72
810.00,25.71
840.00,25.71
870.00,25.72
900.00,25.72
930.00,25.72
960.00,25.70
