Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Naphthalene
Formula,C10H8
Molecular Weight (g/mol),128.174
Sample Weight (g),1.0829
Water Temp (deg C),24.20
Room Temp (deg C),22.19
Water Volume (L),2.0
Wire Before (g),0.029
Wire After (g),0.022
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.19
60.00,24.19
90.00,24.20
120.00,24.18
150.00,24.18
180.00,24.17
210.00,24.19
240.00,24.17
270.00,24.19
300.00,24.19
330.00,25.05
360.00,26.39
390.00,27.34
420.00,27.92
450.00,28.23
480.00,28.42
510.00,28.48
540.00,28.53
570.00,28.54
600.00,28.57
630.00,28.57
660.00,28.57
690.00,28.57
720.00,28.56
750.00,28.57
780.00,28.54
810.00,28.57
840.00,28.53
870.00,28.53
900.00,28.55
930.00,28.54
960.00,28.55
