Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Azulene
Formula,C10H8
Molecular Weight (g/mol),128.174
Sample Weight (g),1.0233
Water Temp (deg C),24.40
Room Temp (deg C),25.61
Water Volume (L),2.0
Wire Before (g),0.024
Wire After (g),0.018
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.39
60.00,24.40
90.00,24.39
120.00,24.39
150.00,24.42
180.00,24.43
210.00,24.41
240.00,24.42
270.00,24.41
300.00,24.43
330.00,25.27
360.00,26.53
390.00,27.46
420.00,28.04
450.00,28.35
480.00,28.53
510.00,28.62
540.00,28.66
570.00,28.68
600.00,28.67
630.00,28.69
660.00,28.68
690.00,28.70
720.00,28.69
750.00,28.68
780.00,28.69
810.00,28.67
840.00,28.67
870.00,28.70
900.00,28.69
930.00,28.69
960.00,28.65
